Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
7,7,FAMSURV2Mc_W50,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",Pew_American_Trends_Panel_W50,7.0
39,39,USMILSIZ_W92,"Thinking about the size of America's military, do you think it should be","['Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal', 'Refused']",Pew_American_Trends_Panel_W92,
76,76,FAMSURV26c_W50,"How much pressure, if any, do you feel from your friends to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']",Pew_American_Trends_Panel_W50,76.0
69,69,PQ4_F2Ae_W42,"Thinking about medical doctors, how often would you say they care about the best interests of their patients","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
19,19,TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",Pew_American_Trends_Panel_W49,
121,121,TRAITBIZWF2G_W36,"In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position?","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']",Pew_American_Trends_Panel_W36,
71,71,BETTERPOL1F1E_W36,"In general, do you think men or women in high political offices are better at being willing to take risks?","['Men are better', 'Women are better', 'No difference', 'Refused']",Pew_American_Trends_Panel_W36,
59,59,FUTRCLASSb_W41,"Over the next 30 years, do you think the share of Americans who are in Middle Class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']",Pew_American_Trends_Panel_W41,
46,46,RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",Pew_American_Trends_Panel_W43,
67,67,PQ4_F2Ac_W42,"Thinking about medical doctors, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
36,36,WHYNOTPOLF1B_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
44,44,WHYNOTPOLF1J_W36,Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women aren't encouraged to pursue leadership positions from an early age,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W36,
65,65,FAMSURV23b_W50,"Thinking back to when you started living with your partner, how much, if at all, was companionship a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W50,65.0
