Unnamed,Unnamed: 0,key,question,options,survey,Unnamed: 0.1
83,83,PQ4_F2Bd_W42,"Thinking about environmental health specialists, how often would you say they are transparent about potential conflicts of interest with industry groups in their work","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_W42,
82,82,SOLVPROBb_W41,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
88,88,SOLVPROBh_W41,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_W41,
2,2,NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']",Pew_American_Trends_Panel_W45,2.0
65,65,GAP21Q33_g_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",Pew_American_Trends_Panel_W82,
30,30,RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",Pew_American_Trends_Panel_W43,
53,53,SOCIETY_GUNS_W92,Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']",Pew_American_Trends_Panel_W92,
67,67,GAP21Q33_i_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",Pew_American_Trends_Panel_W82,
70,70,SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W45,70.0
68,68,FAMSURV23e_W50,"Thinking back to when you started living with your partner, how much, if at all, was it made sense financially a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_W50,68.0
